dataset_use_id,paper_id,task_id,dataset_id,paper_file,db_title,original_db_title,db_description,db_link,rd_stages
dataset_use_9e8a2ff97b8e,paper_30ac315b16dd,task_933637998dc2,dataset_1156b8b635d2,28_JARVIS_Leaderboard.pdf,QM9,QM9,"A quantum chemistry dataset containing DFT-computed properties (e.g., energies, dipole moments, vibrational frequencies) for 134,000 small organic molecules. In this paper, it is explicitly listed as an input dataset for AI models targeting molecular-level property prediction, supporting benchmarks in the AI category—particularly for spectroscopic or energetic property tasks where molecular structure is the primary input.",https://doi.org/10.6084/m9.figshare.978961,Dataset Selection; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_ea0af3249042,paper_30ac315b16dd,task_933637998dc2,dataset_5a37f415d2cf,28_JARVIS_Leaderboard.pdf,Experimental round-robin CO₂ adsorption data for ZSM-5 zeolite,Experimental round-robin CO₂ adsorption data for ZSM-5 zeolite,"Inter-laboratory experimental measurements of high-pressure CO₂ adsorption isotherms on ammonium ZSM-5 zeolite, generated via a coordinated round-robin study across multiple labs. This dataset serves as the experimental reference benchmark for the EXP category, enabling direct comparison of computational predictions (e.g., from RASPA simulations) and validating reproducibility across experimental setups — fulfilling the paper’s goal of integrating experimental benchmarking into the leaderboard framework.",https://doi.org/10.1007/s10450-018-9952-0,Dataset Selection; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_c265973208d1,paper_78a37cf3530b,task_76299946d005,dataset_f5fc3794aeae,29_Structure_OOD_Benchmark.pdf,matbench_dielectric,matbench_dielectric,"A dataset of 4,764 inorganic crystals from the Materials Project, each with computed refractive index as the target property. It is used in this paper to construct five OOD test sets (LOCO, SparseXsingle, SparseXcluster, SparseYsingle, SparseYcluster) via structure- and property-based clustering in orbital-field matrix (OFM) feature space; these test sets support evaluating GNNs' ability to predict refractive index for outlier materials located in sparsely populated regions of structural or property space.",https://matbench.materialsproject.org/,Dataset Selection; Model Training; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_e3365bf03dac,paper_78a37cf3530b,task_76299946d005,dataset_4399a5640bb0,29_Structure_OOD_Benchmark.pdf,matbench_log_gvrh,matbench_log_gvrh,"A dataset of 10,987 inorganic crystals from the Materials Project, with log10-transformed shear modulus (log10(GPa)) as the target property. In this paper, it is split into five OOD test configurations using OFM-based t-SNE density estimation and k-means clustering to isolate samples with lowest structural or property density; these splits enable benchmarking of GNNs’ extrapolative capability for elastic property prediction on materials dissimilar to the training set.",https://matbench.materialsproject.org/,Dataset Selection; Model Training; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_2558e92c934a,paper_78a37cf3530b,task_76299946d005,dataset_c8ab0d98814b,29_Structure_OOD_Benchmark.pdf,matbench_perovskites,matbench_perovskites,"A dataset of 18,928 perovskite crystal structures from Castelli et al., with formation energy (eV/unit cell) as the target property. The paper uses it to generate five OOD test sets—based on OFM features and property density—to rigorously assess GNNs’ ability to predict formation energies for structurally rare or energetically extreme perovskites outside the training distribution, simulating real-world discovery of novel perovskite materials.",https://matbench.materialsproject.org/,Dataset Selection; Representation / Feature Construction; Model Training; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_8c3f01141fa7,paper_2532122b8c09,task_14cc805a3a81,dataset_f281b31ea1d7,30_Charge_Density_Recipe.pdf,QM9 charge density dataset,QM9 charge density dataset,"Contains DFT-calculated charge density voxel data (666,462 grid points per molecule on average) for 133,845 small organic molecules, computed using VASP. The dataset includes atomic coordinates, element types, and ground-truth charge density values on a uniform 3D grid. It is used in this paper to train and evaluate the proposed SCDP models for predicting charge density, with standard train/validation/test splits of 123,835 / 50 / 10,000 samples.",https://doi.org/10.1038/sdata.2014.22,Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_aa72c2ce7da5,paper_2532122b8c09,task_14cc805a3a81,dataset_ad5cbf31abd4,30_Charge_Density_Recipe.pdf,MD charge density dataset,MD charge density dataset,"Contains charge density calculations for six small molecules (ethanol, benzene, phenol, resorcinol, ethane, malonaldehyde) generated via ab initio molecular dynamics simulations. Used in this paper to benchmark SCDP models on dynamic, non-equilibrium molecular structures — specifically to validate generalization beyond static QM9 geometries and assess performance on time-averaged or snapshot charge densities.",https://doi.org/10.1038/ncomms1572,Dataset Selection; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_40c7ba65d114,paper_2532122b8c09,task_14cc805a3a81,dataset_06c899bfb490,30_Charge_Density_Recipe.pdf,Cubic charge density dataset,Cubic charge density dataset,"A large-scale dataset of real-space electronic charge density for 1,000 cubic inorganic materials, computed using DFT. Includes crystalline unit cells, atomic positions, and corresponding 3D charge density grids. In this paper, it is used to evaluate the transferability of the SCDP framework to periodic solids, with virtual nodes placed via Voronoi-based void-filling to adapt the molecular recipe to materials.",https://doi.org/10.1038/s41597-022-00059-9,Dataset Selection; Screening / Prediction; Benchmarking / Evaluation
dataset_use_1ec550fb8fdf,paper_3d03cb8978f0,task_e583c77ddbb2,dataset_a1d68951db7c,31_Superconductivity_Ordered_Disordered.pdf,SuperCon3D,SuperCon3D,"SuperCon3D is a newly constructed dataset containing 1,578 experimentally verified superconductors, each with both a 3D crystal structure (ordered or disordered, including substitutional, positional, and combined disorder types) and its experimentally measured superconducting transition temperature (Tc). It was built by matching 11,949 superconductors from the SuperCon database (with chemical formulas and Tc) against 208,425 entries from the ICSD database using chemical composition, space group, and lattice parameters; hydrogen-enriched superconductors were supplemented from literature. This dataset directly supports the Tc prediction task for training and evaluating SODNet and benchmarking other property predictors.",https://github.com/pincher-chen/SODNet,Dataset Selection; Model Training; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_e6e877944244,paper_3d03cb8978f0,task_e583c77ddbb2,dataset_0d530002ad88,31_Superconductivity_Ordered_Disordered.pdf,Inorganic Crystal Structure Database,ICSD (Inorganic Crystal Structure Database),"The ICSD contains over 200,000 experimentally determined ordered and disordered inorganic crystal structures. In this paper, it serves two roles: (1) as the source of structural data used to construct SuperCon3D via matching with SuperCon entries; and (2) as the external candidate pool for high-Tc screening — SODNet is applied to predict Tc for ~200k ICSD entries (including disordered ones), yielding 27 prioritized candidates (e.g., Ba1.1432Co0.1429O3.0009Rh0.8574, ErH3) for experimental follow-up. Thus, ICSD supports both dataset construction and real-world superconductor screening.",https://icsd.products.fiz-karlsruhe.de/,Dataset Selection; Screening / Prediction; Validation
dataset_use_9c28764cb72e,paper_3d03cb8978f0,task_e583c77ddbb2,dataset_d55b16e3041b,31_Superconductivity_Ordered_Disordered.pdf,Materials Project,Materials Project,"A computational materials database containing ~1.14 million stable 3D crystal structures (preprocessed and deduplicated), sourced alongside OQMD, Matgen, and ICSD for pre-training DiffCSP-SC. It provides diverse atomic species, lattice geometries, and coordination environments not fully covered in the small SuperCon3D dataset. This large-scale pre-training data enables robust representation learning for crystal generation and improves the model’s ability to generalize to novel high-Tc structures — supporting the inverse design task by expanding the valid search space before fine-tuning on SuperCon3D.",https://next-gen.materialsproject.org,Dataset Selection; Representation / Feature Construction; Model Training; Screening / Prediction; Validation
dataset_use_8a072ca2a9ad,paper_3d03cb8978f0,task_e583c77ddbb2,dataset_f6b0e6dabd69,31_Superconductivity_Ordered_Disordered.pdf,Open Quantum Materials Database,OQMD (Open Quantum Materials Database),"A database of computationally predicted stable and metastable inorganic crystal structures (~300k+ entries at time of publication), used jointly with Materials Project, Matgen, and ICSD to assemble the ~1.14 million-structure pre-training corpus for DiffCSP-SC. Its inclusion ensures broad coverage of elemental combinations and structural motifs beyond experimentally synthesized superconductors, thereby improving the generative model’s capacity to sample chemically plausible and structurally valid crystals during high-Tc-targeted inverse design.",https://www.oqmd.org,Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_c2144aef171b,paper_3d03cb8978f0,task_e583c77ddbb2,dataset_aed6baa5fc51,31_Superconductivity_Ordered_Disordered.pdf,Matgen,Matgen,"A Chinese materials database hosting computationally generated 3D crystal structures, integrated with Materials Project, OQMD, and ICSD to form the 1.14 million-structure pre-training set for DiffCSP-SC. It contributes additional structural diversity — particularly for underrepresented elements and stoichiometries — enabling the diffusion model to learn generalizable periodic lattice and atomic coordinate distributions, which is critical for generating novel, physically realistic superconductor candidates not present in SuperCon3D.",https://matgen.nscc-gz.cn,Candidate Space Construction; Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_6dd03c0b02af,paper_48b288293807,task_c76fa5389271,dataset_c399a1d98a52,32_Perovskite_Bandgap_Database.pdf,Perovskite Solar Cell (PSC) Database,Perovskite Solar Cell (PSC) Database,"A publicly available experimental database established by Jacobsson et al., containing experimentally measured bandgap values for various perovskite solar cell materials. In this paper, it contributed to the experimental bandgap dataset (645 total entries after curation), used to fine-tune machine learning models and validate predictions of mixed-halide perovskite bandgaps.",https://doi.org/10.1038/s41560-022-01002-7,Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_1239455d59dc,paper_48b288293807,task_c76fa5389271,dataset_9d88fb60b961,32_Perovskite_Bandgap_Database.pdf,Liu et al. experimental bandgap dataset,Liu et al. experimental bandgap dataset,"A curated collection of 227 experimentally reported bandgap values for ABX3 perovskites, sourced from literature and used in this work to augment the experimental training set. After deduplication and averaging of repeated compositions, it formed part of the 645-entry experimental bandgap dataset used to train and evaluate the Atomsets-MLP model for accurate bandgap prediction.",https://doi.org/10.1016/j.orgel.2022.106426,Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_6f9015ed4ea8,paper_48b288293807,task_c76fa5389271,dataset_e21be1008a5c,32_Perovskite_Bandgap_Database.pdf,Yang et al. experimental bandgap dataset,Yang et al. experimental bandgap dataset,"A set of 610 experimentally measured bandgaps for hybrid perovskites, collected from published studies and integrated into the authors’ unified experimental bandgap dataset (645 entries after filtering). It provided compositional diversity and experimental ground truth for transfer learning and model validation targeting bandgap prediction of mixed-cation/mixed-anion perovskites.",https://doi.org/10.1021/acsami.3c04027,Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_8cfbc7b914aa,paper_48b288293807,task_c76fa5389271,dataset_4fb931dfc314,32_Perovskite_Bandgap_Database.pdf,DFT-calculated bandgap dataset (PBE functional),DFT-calculated bandgap dataset (PBE functional),"A custom computational dataset comprising 108 DFT-calculated bandgaps for mixed halide perovskites (e.g., FAPb(I1-xBrx)3, MAPb(I1-xBrx)3, CsPb(I1-xBrx)3, and multi-cation variants), generated using VASP with the PBE functional and structural models built via Pymatgen. This dataset was combined with experimental data to train transfer-learned models (e.g., Fine-Tuned MEGNet, Atomsets-MLP) to bridge accuracy gaps between DFT and experiment.",None,Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_8be26692e10f,paper_48b288293807,task_c76fa5389271,dataset_d55b16e3041b,32_Perovskite_Bandgap_Database.pdf,Materials Project,Materials Project database,"A public repository of computed materials properties, including ~69,640 DFT (PBE)-calculated bandgaps for crystals, used to pre-train foundational models (MEGNet, MatGL) before fine-tuning on perovskite-specific data. In this paper, it served as the source of pre-trained weights for transfer learning, enabling improved generalization for perovskite bandgap prediction despite domain shift.",https://materialsproject.org,Dataset Selection; Model Training; Screening / Prediction
dataset_use_e40b11d77764,paper_8a8e53987d4e,task_012e70d922bd,dataset_19d1b1004506,33_DenseGNN.pdf,JARVIS-DFT,JARVIS-DFT,"A dataset of ~67,000 inorganic crystal structures with DFT-calculated properties (e.g., formation energy, band gap, dielectric, piezoelectric, exfoliation energy) computed using OptB88vdW and TBmBJ functionals; used to train and evaluate DenseGNN for crystal property prediction, particularly on formation energy and bandgap tasks, with an 80:10:10 train/validation/test split.",https://jarvis.nist.gov/,Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_c9795fce5b7f,paper_8a8e53987d4e,task_012e70d922bd,dataset_d55b16e3041b,33_DenseGNN.pdf,Materials Project,Materials Project,"A database of over 132,000 computationally derived inorganic crystal structures and their DFT-predicted properties; specifically used in this paper to extract ~8,970 silicon-containing compounds for structural distinction evaluation via pre-trained embeddings, benchmarking DenseGNN’s ability to discriminate crystal structures against XRD standards.",https://materialsproject.org/,Dataset Selection; Model Training; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_65bbfad150c2,paper_8a8e53987d4e,task_012e70d922bd,dataset_1156b8b635d2,33_DenseGNN.pdf,QM9,QM9,"A molecular dataset containing 130,829 stable small organic molecules with 19 DFT-computed quantum chemical properties (e.g., HOMO, LUMO, energy gap, dipole moment, zero-point energy); used to evaluate DenseGNN’s performance on molecular property regression tasks, especially for electronic properties sensitive to local geometry.",https://doi.org/10.6084/m9.figshare.978910,Dataset Selection; Model Training; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_34bccb473a1a,paper_8a8e53987d4e,task_012e70d922bd,dataset_09580035b109,33_DenseGNN.pdf,LipopDataset,LipopDataset,"A curated experimental dataset of 4,200 compounds with measured octanol/water partition coefficients (logD at pH 7.4), sourced from ChEMBL; used to assess DenseGNN’s ability to predict lipophilicity—a key pharmaceutical property—demonstrating its generalization to small-molecule solubility-related tasks.",https://www.ebi.ac.uk/chembl/,Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_aa09b82e2582,paper_8a8e53987d4e,task_012e70d922bd,dataset_80faab50de18,33_DenseGNN.pdf,FreeSolvDataset,FreeSolvDataset,"A dataset of experimental and computed solvation free energies in water for ~600 small molecules, extended here with SMILES strings and experimental values; used to benchmark DenseGNN’s predictive accuracy for aqueous solvation thermodynamics, supporting drug discovery–relevant property screening.",https://github.com/deepchem/deepchem/tree/master/deepchem/datasets/freesolv,Dataset Selection; Model Training; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_87a2ca584b3b,paper_8a8e53987d4e,task_012e70d922bd,dataset_8f0bbb4dba47,33_DenseGNN.pdf,ESOLDataset,ESOLDataset,"The Delaney (ESOL) dataset containing water solubility measurements (log S) for 1,128 compounds, encoded as SMILES strings; used to evaluate DenseGNN’s capacity to directly regress solubility from molecular structure, serving as a standard test for generalizability on sparse, experimentally derived small-molecule property data.",https://github.com/deepchem/deepchem/tree/master/deepchem/datasets/esol,Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_8a74c72752cc,paper_8a8e53987d4e,task_012e70d922bd,dataset_bff4dfeb3f50,33_DenseGNN.pdf,OC22,OC22,"The Open Catalyst 2022 dataset comprising ~1.2 million DFT total energy calculations for oxide electrocatalyst surfaces and adsorbates; used to validate DenseGNN on catalysis-relevant property prediction (e.g., S2EF-Total, IS2RE-Total), demonstrating its applicability to heterogeneous catalysis and surface chemistry beyond bulk materials.",https://opencatalystproject.org/,Dataset Selection; Model Training; Screening / Prediction; Validation
dataset_use_40ccd45b11bf,paper_8a8e53987d4e,task_012e70d922bd,dataset_3ee88ee61ae1,33_DenseGNN.pdf,Matbench,Matbench,"An automated benchmark platform with 13 rigorously curated, domain-diverse solid-state materials property prediction tasks (e.g., phonons, dielectric, perovskites, jdft2d), covering sample sizes from 312 to 132,000 and spanning DFT and experimental sources; used as the primary benchmark to evaluate DenseGNN’s universality, scalability, and performance across materials science domains, including ablation and cross-model fusion studies.",https://matbench.materialsproject.org/,Dataset Selection; Model Training; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_42c27bb87ebc,paper_5e939aeda469,task_c8d4cab9baf2,dataset_d55b16e3041b,34_GNoME.pdf,Materials Project,Materials Project (2021 snapshot),"A curated database of ~69,000 computationally stable inorganic crystals as of March 2021, containing DFT-calculated total energies, structures (lattice, atomic positions, space groups), and formation energies. This dataset served as the initial training set for GNoME structural models and as the foundational reference for computing decomposition energies during active learning and convex hull updates.",https://materialsproject.org,Dataset Selection; Model Training; Screening / Prediction; Optimization / Iteration
dataset_use_a828569e0e3b,paper_5e939aeda469,task_c8d4cab9baf2,dataset_f6b0e6dabd69,34_GNoME.pdf,Open Quantum Materials Database,"Open Quantum Materials Database (OQMD, 2021 snapshot)","A high-throughput DFT database containing ~250,000+ computed inorganic compounds as of June 2021, including energies, structures, and phase diagrams. Used alongside the Materials Project snapshot as a source of known stable and metastable structures for candidate generation (e.g., SAPS), convex hull benchmarking, and filtering out already-known compositions during discovery.",http://oqmd.org,Candidate Space Construction; Dataset Selection; Screening / Prediction; Benchmarking / Evaluation
dataset_use_8d4d6ddfa002,paper_5e939aeda469,task_c8d4cab9baf2,dataset_0d530002ad88,34_GNoME.pdf,Inorganic Crystal Structure Database,Inorganic Crystal Structure Database (ICSD),"An experimental database of >200,000 published inorganic crystal structures, with ~20,000 computationally stable entries. Used exclusively for *validation*: 736 experimentally realized ICSD structures were matched to GNoME predictions to confirm real-world synthesizability and validate model accuracy, serving as ground-truth experimental evidence for discovered stability.",https://icsd.fiz-karlsruhe.de,Dataset Selection; Screening / Prediction; Validation
dataset_use_cd018cfb193b,paper_5e939aeda469,task_c8d4cab9baf2,dataset_c103a7259773,34_GNoME.pdf,Wang-Botti-Marques (WBM) dataset,Wang–Botti–Marques (WBM) dataset,"A DFT-computed dataset of ~200,000+ inorganic crystals, used as an additional reference source for known stable structures in convex hull construction and comparative analysis. It was included in the agglomerated 'previous work' baseline (with MP and OQMD) against which GNoME’s 2.2 million new stable structures were evaluated for stability.",https://doi.org/10.1038/s41524-020-00472-z,Dataset Selection; Screening / Prediction; Benchmarking / Evaluation
dataset_use_4c2780d295eb,paper_2a2e46cb1a50,task_027f7775466c,dataset_453a17bc6476,35_CHGNet.pdf,Materials Project Trajectory Dataset (MPtrj),Materials Project Trajectory Dataset (MPtrj),"A dataset comprising 1,580,395 atom configurations sampled from DFT-based structure relaxations and static calculations across ~146,000 inorganic materials, containing corresponding energies, forces (49,295,660), stresses (14,223,555), and magnetic moments (7,944,833). It covers 60 elements with >100,000 occurrences each and includes magmom labels for 76 elements, enabling training of CHGNet to jointly predict energy, forces, stress, and magmoms—thereby supporting the task of learning a universal, charge-aware interatomic potential.",https://doi.org/10.6084/m9.figshare.23713842,Dataset Selection; Model Training; Screening / Prediction
dataset_use_b0e828c3c53b,paper_bcc1a09b934b,task_434ddf370594,dataset_d55b16e3041b,36_PotNet.pdf,Materials Project,Materials Project,"A large-scale computational materials database containing 69,239 crystal structures with DFT-calculated properties including formation energy, band gap, bulk moduli, and shear moduli. In this paper, it is used to train and evaluate PotNet for crystal property prediction, specifically to benchmark performance improvements from using physics-principled interatomic potentials and complete (infinite) potential summations.",https://materialsproject.org/,Dataset Selection; Screening / Prediction; Benchmarking / Evaluation
dataset_use_945acdb92eb2,paper_bcc1a09b934b,task_434ddf370594,dataset_19d1b1004506,36_PotNet.pdf,JARVIS-DFT,JARVIS-DFT,"The Joint Automated Repository for Various Integrated Simulations (JARVIS) DFT-2021.8.18 3D dataset, comprising 55,722 crystal structures with DFT-computed properties including formation energy, bandgap (OPT and MBJ), total energy, and Ehull. It is used alongside Materials Project for comprehensive evaluation, ablation studies, and efficiency analysis—serving as the primary testbed for validating PotNet’s ability to capture long-range interactions via complete interatomic potentials.",https://jarvis.nist.gov/,Dataset Selection; Screening / Prediction; Benchmarking / Evaluation
dataset_use_b2263e9f177d,paper_e664c99ffd00,task_c0c958c88b9f,dataset_d55b16e3041b,37_CrysGNN.pdf,Materials Project,Materials Project (MP) 2018.6.1,"A DFT-calculated dataset containing 69,239 crystalline materials with two key properties: formation energy and optical bandgap. It is used as a property-tagged downstream dataset for training and evaluating distilled SOTA property predictors (e.g., CGCNN, ALIGNN). The paper explicitly states this version is a subset of the pre-training data and serves as a benchmark for measuring MAE improvements from knowledge distillation.",https://materialsproject.org/,Dataset Selection; Model Training; Screening / Prediction; Benchmarking / Evaluation
dataset_use_ba0c2a957168,paper_e664c99ffd00,task_c0c958c88b9f,dataset_19d1b1004506,37_CrysGNN.pdf,JARVIS-DFT,JARVIS-DFT (2021.8.18),"A DFT-based materials database comprising 55,722 crystalline materials with 19 computed properties—including formation energy, bandgap (MBJ and OPT), total energy, bulk modulus, shear modulus, Ehull, spillage, SLME, and electronic properties like epsilon_x/y/z and n-Seebeck. Used as an independent downstream evaluation dataset (not seen during pre-training) to assess generalization of distilled models across diverse structural and electronic properties.",https://jarvis.nist.gov/,Dataset Selection; Model Training; Screening / Prediction
dataset_use_3cec11bf24e2,paper_e664c99ffd00,task_c0c958c88b9f,dataset_f6b0e6dabd69,37_CrysGNN.pdf,Open Quantum Materials Database,OQMD-EXP,"A small experimental dataset of 1,500 materials with measured formation energy values, derived from the Open Quantum Materials Database. It is used specifically to evaluate how distilled knowledge from CrysGNN helps mitigate DFT-induced bias—by training models on mixed DFT + experimental data and testing on held-out experimental data—to quantify reduction in MAE against ground-truth experimental measurements.",https://oqmd.org/,Dataset Selection; Model Training; Screening / Prediction; Validation; Benchmarking / Evaluation
dataset_use_edfdc1bcda1b,paper_e664c99ffd00,task_c0c958c88b9f,dataset_b44f6b179185,37_CrysGNN.pdf,CrysGNN Curated Dataset (800K crystal graphs),CrysGNN Curated Dataset (800K crystal graphs),"An author-curated, unlabeled dataset of 800,000 crystal graphs assembled from OQMD (661K) and Materials Project (139K), represented as multi-graphs with node features (electronegativity, valence electrons, covalent radius), edge features (bond lengths), space group numbers, and crystal system labels. Used exclusively for self-supervised pre-training of CrysGNN via node-level reconstruction (features & connectivity) and graph-level objectives (space group classification and contrastive learning over crystal systems).",https://github.com/kdmsit/crysgnn,Dataset Selection; Representation / Feature Construction; Model Training; Screening / Prediction
dataset_use_aa99276321ad,paper_ef4cba65639d,task_9aac42496e6e,dataset_d55b16e3041b,38_Matformer.pdf,Materials Project,The Materials Project,"A large-scale computational database containing over 130,000+ calculated material structures and properties, derived from density functional theory (DFT) simulations. In this paper, the Materials Project-2018.6.1 subset with 69,239 crystals is used specifically for training and evaluating property predictors on formation energy, band gap, bulk modulus, and shear modulus. The dataset provides unit cell geometry (atomic positions, lattice vectors), composition, and computed scalar properties — and is used to train and benchmark the Matformer model's ability to predict these target properties from periodic crystal graphs.",https://materialsproject.org/,Dataset Selection; Representation / Feature Construction; Model Training; Screening / Prediction
dataset_use_eb07f6f8d169,paper_ef4cba65639d,task_9aac42496e6e,dataset_3d1fc9ebc1ce,38_Matformer.pdf,JARVIS Database,JARVIS (Joint Automated Repository for Various Integrated Simulations),"A curated, DFT-computed materials database containing structural and property data for ~100,000 materials, designed for data-driven materials discovery. In this paper, the JARVIS dataset is used to evaluate Matformer on five tasks: formation energy, optical band gap (OPT), total energy, energy above hull (Ehull), and modified Becke–Johnson (MBJ) band gap. It provides standardized crystal structures (including lattice matrices and atomic coordinates) and associated property labels, supporting validation of periodic invariance and pattern encoding in crystal representation learning.",https://jarvis.nist.gov/,Dataset Selection; Representation / Feature Construction; Screening / Prediction
dataset_use_e3dc032f25d1,paper_73b41121a805,task_b799c1746a58,dataset_2c17b78bf754,39_M3GNet_Preprint.pdf,MPF.2021.2.8,MPF.2021.2.8,"A curated dataset derived from structural relaxation trajectories in the Materials Project database, containing 187,687 ionic steps from 62,783 compounds, with corresponding DFT-computed energies (187,687 entries), forces (16,875,138 components), and stresses (1,689,183 components). It spans 89 elements, covers formation energies from −28.7 to 49.6 eV/atom, forces up to ±2570 eV/Å, and stresses up to ±5474 GPa, and includes short interatomic distances (<0.6 Å) critical for learning repulsive interactions. This dataset is used to train the M3GNet interatomic potential to jointly predict energy, force, and stress — essential for physically consistent PES modeling and downstream tasks like structural relaxation and stability screening.",http://doi.org/10.6084/m9.figshare.19470599,Dataset Selection; Model Training; Screening / Prediction
dataset_use_da81b39a3437,paper_73b41121a805,task_b799c1746a58,dataset_ad9d170b2068,39_M3GNet_Preprint.pdf,Zuo et al. DFT dataset,Zuo et al. DFT dataset,"A benchmark DFT dataset comprising structural relaxations and corresponding energies and forces for six elemental crystals: fcc Ni, fcc Cu, bcc Li, bcc Mo, diamond Si, and diamond Ge. It contains high-fidelity single-point DFT calculations used exclusively for evaluating and comparing the accuracy of the M3GNet interatomic potential against classical (EAM, MEAM) and ML-based (NNP, MTP) potentials — specifically to assess generalization performance on unseen elemental systems not part of the main MPF.2021.2.8 training set.",None,Dataset Selection; Model Training; Screening / Prediction; Benchmarking / Evaluation
dataset_use_b132784419e7,paper_73b41121a805,task_b799c1746a58,dataset_09b11245ebfb,39_M3GNet_Preprint.pdf,MD17 and MD17-CCSD(T),MD17 and MD17-CCSD(T),"Two molecular dynamics benchmark datasets containing DFT- and quantum-chemical (CCSD/CCSD(T))-level energies and forces for small organic molecules (e.g., aspirin, benzene, ethanol) along their MD trajectories. These datasets contain thousands of conformational snapshots and are used to evaluate M3GNet’s transferability as a molecular force field — specifically to test whether the same architecture, trained on bulk crystals, can accurately predict molecular PES without retraining, supporting its use beyond solids into molecular simulation.",None,Dataset Selection; Model Training; Screening / Prediction; Benchmarking / Evaluation
dataset_use_2fedbd6f2004,paper_79bc2e9e1dec,task_720bfa28c9e0,dataset_19d1b1004506,40_ALIGNN.pdf,JARVIS-DFT,JARVIS-DFT,"A curated DFT-computed dataset of 55,722 crystalline materials containing 29+ properties including OptB88vdW and TBmBJ band gaps, formation energies, dielectric constants (with/without ionic contributions), bulk/shear moduli, magnetic moments, exfoliation energies for 2D materials, piezoelectric stress/strain coefficients, Seebeck coefficients, power factors, spin-orbit spillage, electric field gradients, and spectroscopic limited maximum efficiency (SLME). Used in this paper to train and evaluate ALIGNN regression and classification models for solid-state property prediction.",https://figshare.com/collections/JARVIS-DFT/4301672,Dataset Selection; Model Training; Screening / Prediction
dataset_use_f1834d449f10,paper_79bc2e9e1dec,task_720bfa28c9e0,dataset_d55b16e3041b,40_ALIGNN.pdf,Materials Project,Materials Project,"A high-throughput DFT database containing 69,239 inorganic crystalline materials with computed properties including PBE band gaps and formation energies. The paper uses the time-versioned MP 2018.6.1 snapshot to train and benchmark ALIGNN regression models on solid-state property prediction tasks, enabling direct comparison with prior GNNs (e.g., SchNet, MEGNet, CGCNN).",https://materialsproject.org,Dataset Selection; Model Training; Screening / Prediction; Benchmarking / Evaluation
dataset_use_e9d1bfae4b5f,paper_79bc2e9e1dec,task_720bfa28c9e0,dataset_1156b8b635d2,40_ALIGNN.pdf,QM9,QM9,"A quantum-chemical dataset of 130,829 small organic molecules with DFT-calculated properties including HOMO/LUMO energies, energy gap, zero-point vibrational energy (ZPVE), dipole moment, isotropic polarizability, electronic spatial extent, and thermodynamic energies (U0, U, H, G) at 0 K and 298 K. Used in this paper to train and evaluate ALIGNN regression models for molecular property prediction, demonstrating generalization across material classes.",https://doi.org/10.6084/m9.figshare.c.978962,Dataset Selection; Model Training; Screening / Prediction
dataset_use_9f2ed8de4eab,paper_40e1d323cf98,task_d690dacb05c5,dataset_f6b0e6dabd69,41_Cross_Property_Transfer_Learning.pdf,Open Quantum Materials Database,Open Quantum Materials Database (OQMD),"A computational materials database containing 341,443 unique compositions with DFT-calculated properties including formation energy, bandgap, stability, energy per atom, volume, and magnetic moment (as of May 2018). It is used to construct the source dataset (OQMD-JARVIS, size 321,140 after deduplication and overlap removal) for pre-training ElemNet-based source models; these models serve as the foundation for cross-property transfer learning to predict target properties on smaller datasets.",http://oqmd.org,Dataset Selection; Model Training; Screening / Prediction
dataset_use_4b96eaf50f0b,paper_40e1d323cf98,task_d690dacb05c5,dataset_3d1fc9ebc1ce,41_Cross_Property_Transfer_Learning.pdf,JARVIS Database,Joint Automated Repository for Various Integrated Simulations (JARVIS),"A computational materials database comprising 28,171 unique compounds with up to 36 DFT-computed properties (as of July 2020), including band gap, exfoliation energy, dielectric constants, thermoelectric coefficients, elastic moduli, and Seebeck coefficients. After preprocessing (removing duplicates by retaining only the most stable structure per composition and excluding overlaps with OQMD), it serves as the target dataset for 39 distinct materials property prediction tasks, enabling evaluation of cross-property transfer learning performance.",https://jarvis.nist.gov,Dataset Selection; Model Training; Screening / Prediction; Benchmarking / Evaluation
